打底	0.05	0.9	0.05
娇生惯养	0.05	0.05	0.9
风谊	0.05	0.9	0.05
喏喏连声	0.05	0.05	0.9
只言	0.05	0.05	0.9
沉吟不决	0.05	0.05	0.9
期期艾艾	0.05	0.05	0.9
够意思	0.05	0.9	0.05
学进	0.05	0.9	0.05
碎骨粉尸	0.05	0.05	0.9
减员	0.05	0.05	0.9
清朝	0.05	0.9	0.05
吸纳	0.05	0.9	0.05
谦顺	0.05	0.9	0.05
角巾私第	0.05	0.9	0.05
感恩	0.05	0.9	0.05
清朗	0.05	0.9	0.05
双人跳	0.05	0.9	0.05
画绢	0.05	0.9	0.05
语态	0.05	0.9	0.05
爱子	0.05	0.9	0.05
死囡仔	0.05	0.05	0.9
拉拉队	0.05	0.9	0.05
死老太婆	0.05	0.05	0.9
有点火	0.05	0.05	0.9
发爆震声	0.05	0.05	0.9
歇菜	0.05	0.05	0.9
洗礼	0.05	0.9	0.05
鬼花招	0.05	0.05	0.9
甬道	0.05	0.05	0.9
家道中落	0.05	0.05	0.9
无拘束	0.05	0.9	0.05
囊空如洗	0.05	0.05	0.9
进退无途	0.05	0.05	0.9
莹白	0.05	0.9	0.05
强健的	0.05	0.9	0.05
恶报	0.05	0.05	0.9
生产量	0.05	0.9	0.05
敲诈勒索	0.05	0.05	0.9
入选	0.05	0.9	0.05
裕如	0.05	0.9	0.05
弘愿	0.05	0.9	0.05
如获至珍	0.05	0.9	0.05
不够格	0.05	0.05	0.9
乐滋滋	0.05	0.9	0.05
不值得的	0.05	0.05	0.9
热烈的	0.05	0.9	0.05
塌陷	0.05	0.05	0.9
裁定	0.05	0.9	0.05
勤勉的	0.05	0.9	0.05
重工	0.05	0.9	0.05
清凌凌	0.05	0.9	0.05
挑肥拣瘦	0.05	0.05	0.9
打人喊救人	0.05	0.05	0.9
非正式	0.05	0.05	0.9
荣立	0.05	0.05	0.9
乐队	0.05	0.9	0.05
玉减香消	0.05	0.05	0.9
知道吗	0.05	0.9	0.05
不屑于	0.05	0.05	0.9
蹒跚地走	0.05	0.05	0.9
俗称	0.05	0.05	0.9
揭箧探囊	0.05	0.05	0.9
疑惧	0.05	0.05	0.9
宗仰	0.05	0.9	0.05
秋收起义	0.05	0.9	0.05
残酷无情	0.05	0.05	0.9
明白了当	0.05	0.9	0.05
绳愆纠谬	0.05	0.9	0.05
啄食	0.05	0.05	0.9
白嫩	0.05	0.9	0.05
哥老会	0.05	0.9	0.05
束手就毙	0.05	0.05	0.9
谢意	0.05	0.9	0.05
劳绩	0.05	0.9	0.05
表示坏情感	0.05	0.05	0.9
小青年	0.05	0.9	0.05
放假	0.05	0.9	0.05
放空炮	0.05	0.05	0.9
共命运	0.05	0.9	0.05
写下	0.05	0.9	0.05
空洞无物	0.05	0.05	0.9
雨势	0.05	0.05	0.9
逝者	0.05	0.05	0.9
死死	0.05	0.05	0.9
挺起	0.05	0.9	0.05
琐细的	0.05	0.05	0.9
以血洗血	0.05	0.05	0.9
爆冷门	0.05	0.05	0.9
不曾有过	0.05	0.05	0.9
坑坑洼洼	0.05	0.05	0.9
献媚	0.05	0.05	0.9
去世	0.05	0.05	0.9
有瘾的人	0.05	0.05	0.9
宏阔	0.05	0.9	0.05
机锋	0.05	0.9	0.05
嗟悔	0.05	0.05	0.9
工笔	0.05	0.9	0.05
苦苦相逼	0.05	0.05	0.9
窍门	0.05	0.9	0.05
丽珑	0.05	0.9	0.05
呵呵大笑	0.05	0.9	0.05
撑篙	0.05	0.05	0.9
无助的状态	0.05	0.05	0.9
罗雀掘鼠	0.05	0.05	0.9
飞驰	0.05	0.9	0.05
辣手	0.05	0.05	0.9
涅而不缁	0.05	0.9	0.05
拙笨	0.05	0.05	0.9
禁不住	0.05	0.05	0.9
放僻淫佚	0.05	0.05	0.9
常设	0.05	0.05	0.9
鼻息	0.05	0.9	0.05
算无遗策	0.05	0.9	0.05
鹊巢鸠据	0.05	0.05	0.9
不像样	0.05	0.05	0.9
与物无忤	0.05	0.9	0.05
拙笔	0.05	0.9	0.05
慢走	0.05	0.9	0.05
七慌八乱	0.05	0.05	0.9
储蓄	0.05	0.9	0.05
山容海纳	0.05	0.9	0.05
切忌	0.05	0.05	0.9
蜗角虚名	0.05	0.05	0.9
愚儒	0.05	0.05	0.9
点金术	0.05	0.05	0.9
窒息的	0.05	0.05	0.9
横生	0.05	0.9	0.05
锋芒毕露	0.05	0.05	0.9
拂袖而去	0.05	0.05	0.9
出凡入圣	0.05	0.9	0.05
煎豆摘瓜	0.05	0.05	0.9
名重识暗	0.05	0.05	0.9
直接了当	0.05	0.9	0.05
同等	0.05	0.9	0.05
大染缸	0.05	0.05	0.9
福林	0.05	0.9	0.05
出卖	0.05	0.05	0.9
东晋	0.05	0.9	0.05
孤军作战	0.05	0.05	0.9
助桀为暴	0.05	0.05	0.9
反托拉斯的	0.05	0.05	0.9
操演	0.05	0.9	0.05
详详细细	0.05	0.9	0.05
魂惊胆落	0.05	0.9	0.05
翠玉	0.05	0.9	0.05
窘急	0.05	0.05	0.9
可靠程度	0.05	0.9	0.05
数九寒天	0.05	0.05	0.9
耸人听闻	0.05	0.05	0.9
不牢靠	0.05	0.05	0.9
安枕而卧	0.05	0.9	0.05
疲倦的	0.05	0.05	0.9
羞人答答	0.05	0.05	0.9
无可厚非	0.05	0.9	0.05
未见过的	0.05	0.05	0.9
花落	0.05	0.05	0.9
小宝宝	0.05	0.9	0.05
架桥	0.05	0.9	0.05
毁灭性的	0.05	0.05	0.9
嘈杂声	0.05	0.05	0.9
朝梁暮晋	0.05	0.05	0.9
郎若列眉	0.05	0.9	0.05
风雨无阻	0.05	0.9	0.05
支绌	0.05	0.05	0.9
刳胎杀夭	0.05	0.05	0.9
指手划脚	0.05	0.05	0.9
失真	0.05	0.05	0.9
随波逐尘	0.05	0.05	0.9
问起	0.05	0.9	0.05
狐裘蒙茸	0.05	0.05	0.9
哀思如潮	0.05	0.05	0.9
金镳玉络	0.05	0.9	0.05
绞尽脑汁	0.05	0.05	0.9
拒收	0.05	0.05	0.9
其三	0.05	0.05	0.9
枯井	0.05	0.05	0.9
俊爽	0.05	0.9	0.05
良好的	0.05	0.9	0.05
俊气	0.05	0.9	0.05
复杂化	0.05	0.05	0.9
红豆	0.05	0.9	0.05
指示信	0.05	0.9	0.05
伎俩	0.05	0.05	0.9
齐心合力	0.05	0.9	0.05
繁杂	0.05	0.05	0.9
平均主义	0.05	0.05	0.9
忍受不了	0.05	0.05	0.9
啜泣	0.05	0.05	0.9
割伤	0.05	0.05	0.9
巴结	0.05	0.05	0.9
农救会	0.05	0.9	0.05
孤哀子	0.05	0.05	0.9
一钱如命	0.05	0.05	0.9
跛鳖千里	0.05	0.9	0.05
作坊式	0.05	0.9	0.05
财运亨通	0.05	0.9	0.05
辨物居方	0.05	0.9	0.05
宣告无效	0.05	0.05	0.9
纵目	0.05	0.9	0.05
不可名状	0.05	0.9	0.05
老少咸宜	0.05	0.9	0.05
白日	0.05	0.05	0.9
道听耳食	0.05	0.05	0.9
抢劫犯	0.05	0.05	0.9
地利人和	0.05	0.9	0.05
晕眩的	0.05	0.05	0.9
毫无价值	0.05	0.05	0.9
有帮助的	0.05	0.9	0.05
药性气	0.05	0.05	0.9
深刻	0.05	0.9	0.05
教徒	0.05	0.05	0.9
转赠	0.05	0.9	0.05
足趼舌敝	0.05	0.05	0.9
头重脚轻	0.05	0.05	0.9
羞答答	0.05	0.05	0.9
追击	0.05	0.05	0.9
翻倒	0.05	0.05	0.9
转赴	0.05	0.9	0.05
毛货	0.05	0.9	0.05
狼心狗行	0.05	0.05	0.9
气血方刚	0.05	0.9	0.05
缺乏幽默	0.05	0.05	0.9
脱困	0.05	0.9	0.05
盛景	0.05	0.9	0.05
中医大	0.05	0.05	0.9
独步	0.05	0.9	0.05
推让	0.05	0.9	0.05
刮肠洗胃	0.05	0.9	0.05
公敌	0.05	0.05	0.9
政要	0.05	0.9	0.05
昏厥	0.05	0.05	0.9
迷信引起的	0.05	0.05	0.9
相异	0.05	0.05	0.9
风雨晦冥	0.05	0.05	0.9
欠缺的	0.05	0.05	0.9
盲人瞎马	0.05	0.05	0.9
推许	0.05	0.9	0.05
罢休	0.05	0.05	0.9
妄念	0.05	0.05	0.9
开拓型	0.05	0.9	0.05
可容忍的	0.05	0.05	0.9
同路	0.05	0.9	0.05
速写	0.05	0.9	0.05
以牙还牙	0.05	0.05	0.9
翠微	0.05	0.9	0.05
留给	0.05	0.9	0.05
奸宄	0.05	0.05	0.9
有品味	0.05	0.9	0.05
没精没彩	0.05	0.05	0.9
关碍	0.05	0.05	0.9
霜露之感	0.05	0.05	0.9
发人深醒	0.05	0.9	0.05
幽默滑稽	0.05	0.9	0.05
铜驼草莽	0.05	0.05	0.9
退休者	0.05	0.05	0.9
不是话	0.05	0.05	0.9
版式	0.05	0.9	0.05
打仗	0.05	0.05	0.9
相门有相	0.05	0.9	0.05
井井有条	0.05	0.9	0.05
畅叙	0.05	0.9	0.05
兴致淋漓	0.05	0.9	0.05
献血者	0.05	0.9	0.05
商定	0.05	0.9	0.05
天崩地坍	0.05	0.05	0.9
瞎胡闹	0.05	0.05	0.9
倒因为果	0.05	0.05	0.9
称意	0.05	0.9	0.05
蠢蠢	0.05	0.05	0.9
刚戾自用	0.05	0.05	0.9
穷追不舍	0.05	0.05	0.9
操戈同室	0.05	0.05	0.9
囤积居奇	0.05	0.05	0.9
以指挠沸	0.05	0.05	0.9
原始要终	0.05	0.9	0.05
打家劫道	0.05	0.05	0.9
机八毛	0.05	0.05	0.9
顺风行船	0.05	0.9	0.05
人道	0.05	0.9	0.05
鱼网鸿离	0.05	0.05	0.9
周到的	0.05	0.9	0.05
更何况	0.05	0.05	0.9
半半拉拉	0.05	0.05	0.9
付诸实践	0.05	0.9	0.05
代马望北	0.05	0.9	0.05
称愿	0.05	0.9	0.05
阐明	0.05	0.9	0.05
关注度	0.05	0.9	0.05
乞求	0.05	0.05	0.9
欺诈者	0.05	0.05	0.9
清爽	0.05	0.9	0.05
值得注意的	0.05	0.9	0.05
不相宜	0.05	0.05	0.9
淡漠	0.05	0.05	0.9
中允	0.05	0.9	0.05
以身试法	0.05	0.05	0.9
铝业	0.05	0.9	0.05
沾沾自衒	0.05	0.05	0.9
铭刻	0.05	0.9	0.05
呼喊声	0.05	0.05	0.9
错漏	0.05	0.05	0.9
强固	0.05	0.9	0.05
揶揄	0.05	0.05	0.9
强国	0.05	0.9	0.05
中兴	0.05	0.9	0.05
不相容	0.05	0.05	0.9
两全其美	0.05	0.9	0.05
剽袭	0.05	0.05	0.9
高腴	0.05	0.9	0.05
无偏无党	0.05	0.9	0.05
冰雹雨	0.05	0.05	0.9
身名俱灭	0.05	0.05	0.9
不登大雅	0.05	0.05	0.9
死乞白赖	0.05	0.05	0.9
毛发森竖	0.05	0.05	0.9
垮掉	0.05	0.05	0.9
黑店	0.05	0.05	0.9
气罐	0.05	0.9	0.05
诞谩不经	0.05	0.05	0.9
健在	0.05	0.9	0.05
贸易量	0.05	0.9	0.05
欠完善	0.05	0.05	0.9
瘆人	0.05	0.05	0.9
龙盘凤舞	0.05	0.9	0.05
刿心鉥肾	0.05	0.05	0.9
正式批准	0.05	0.9	0.05
眼皮子高	0.05	0.05	0.9
脸皮厚	0.05	0.05	0.9
安命	0.05	0.9	0.05
应用型	0.05	0.9	0.05
神清气茂	0.05	0.9	0.05
凿柱取书	0.05	0.9	0.05
不幸的人	0.05	0.05	0.9
陈套	0.05	0.05	0.9
酣嬉淋漓	0.05	0.9	0.05
木偶	0.05	0.05	0.9
欢腾	0.05	0.9	0.05
蔽塞	0.05	0.05	0.9
铭心刻骨	0.05	0.9	0.05
清风明月	0.05	0.9	0.05
良医	0.05	0.9	0.05
兴高采烈	0.05	0.9	0.05
汗流浃踵	0.05	0.05	0.9
磨不开	0.05	0.05	0.9
最后通牒	0.05	0.05	0.9
你妈的	0.05	0.05	0.9
兽心人面	0.05	0.05	0.9
矢志不渝	0.05	0.9	0.05
三平二满	0.05	0.9	0.05
服丧	0.05	0.05	0.9
弱小的	0.05	0.05	0.9
入住	0.05	0.9	0.05
齐一	0.05	0.9	0.05
花搭着	0.05	0.05	0.9
分明	0.05	0.9	0.05
元帅	0.05	0.9	0.05
静悄悄	0.05	0.9	0.05
不均匀的	0.05	0.05	0.9
添枝增叶	0.05	0.05	0.9
荒淫无度	0.05	0.05	0.9
逆来顺受	0.05	0.05	0.9
干涸	0.05	0.05	0.9
水货	0.05	0.05	0.9
西洋景	0.05	0.05	0.9
步入	0.05	0.9	0.05
深情	0.05	0.9	0.05
按钮式	0.05	0.9	0.05
飘扬	0.05	0.9	0.05
极情尽致	0.05	0.9	0.05
干涩	0.05	0.05	0.9
鹤膝蜂腰	0.05	0.05	0.9
趣味相同的	0.05	0.9	0.05
转筋	0.05	0.05	0.9
心跳	0.05	0.9	0.05
贯盈恶稔	0.05	0.05	0.9
养殖场	0.05	0.9	0.05
擦脂抹粉	0.05	0.05	0.9
倾家荡产	0.05	0.05	0.9
无精汀采	0.05	0.05	0.9
盗犯	0.05	0.05	0.9
情深义重	0.05	0.9	0.05
奇迹的	0.05	0.9	0.05
美酒	0.05	0.9	0.05
从事小争论	0.05	0.05	0.9
功亏一篑	0.05	0.05	0.9
干涉	0.05	0.05	0.9
入耳	0.05	0.9	0.05
暴卒	0.05	0.05	0.9
取长补短	0.05	0.9	0.05
撒赖	0.05	0.05	0.9
构造地震	0.05	0.05	0.9
稽留	0.05	0.05	0.9
迷梦	0.05	0.05	0.9
眼明手快	0.05	0.9	0.05
天机	0.05	0.05	0.9
朽索驭马	0.05	0.05	0.9
婉娈	0.05	0.9	0.05
开口见心	0.05	0.9	0.05
桃李之馈	0.05	0.05	0.9
无处可逃	0.05	0.05	0.9
养痈遗患	0.05	0.05	0.9
值得接受	0.05	0.9	0.05
认帐	0.05	0.05	0.9
银样蜡枪头	0.05	0.05	0.9
曼舞	0.05	0.9	0.05
吃得开	0.05	0.9	0.05
墙头马上	0.05	0.9	0.05
快心	0.05	0.9	0.05
羊草	0.05	0.05	0.9
喝倒彩	0.05	0.05	0.9
缺吃少穿	0.05	0.05	0.9
婉娩	0.05	0.9	0.05
职业中学	0.05	0.05	0.9
泪流满面	0.05	0.05	0.9
懒惰	0.05	0.05	0.9
迷蒙蒙	0.05	0.05	0.9
搞什么飞机	0.05	0.05	0.9
无恶意	0.05	0.9	0.05
白丁俗客	0.05	0.05	0.9
名流	0.05	0.9	0.05
惩治	0.05	0.05	0.9
沈阳市	0.05	0.9	0.05
酸溜溜	0.05	0.05	0.9
灵榇	0.05	0.9	0.05
农副业	0.05	0.9	0.05
会蔓延的	0.05	0.05	0.9
工读生	0.05	0.9	0.05
刑事被告	0.05	0.05	0.9
辩才无碍	0.05	0.9	0.05
山乡	0.05	0.05	0.9
神圣工巧	0.05	0.9	0.05
呼天抢地	0.05	0.05	0.9
恫毅虚喝	0.05	0.05	0.9
酷爱	0.05	0.9	0.05
奸商	0.05	0.05	0.9
无计所奈	0.05	0.05	0.9
避税	0.05	0.05	0.9
五大三粗	0.05	0.9	0.05
惹火烧身	0.05	0.05	0.9
力尽	0.05	0.05	0.9
被上诉人	0.05	0.05	0.9
涂炭	0.05	0.05	0.9
打谎	0.05	0.05	0.9
彩蝴蝶	0.05	0.9	0.05
狐裘尨茸	0.05	0.05	0.9
猴年马月	0.05	0.05	0.9
凿楹纳书	0.05	0.9	0.05
明珠	0.05	0.9	0.05
开仗	0.05	0.05	0.9
有病	0.05	0.05	0.9
没精塌彩	0.05	0.05	0.9
偷换	0.05	0.05	0.9
心灵手巧	0.05	0.9	0.05
竞争者	0.05	0.05	0.9
膝语蛇行	0.05	0.05	0.9
料想不到的	0.05	0.05	0.9
胁不沾席	0.05	0.9	0.05
蔼然仁者	0.05	0.9	0.05
恶劣	0.05	0.05	0.9
刁难	0.05	0.05	0.9
再造之恩	0.05	0.9	0.05
利弊	0.05	0.05	0.9
挂肚牵肠	0.05	0.9	0.05
未成熟	0.05	0.05	0.9
更无长物	0.05	0.9	0.05
玉箫金琯	0.05	0.9	0.05
受重	0.05	0.9	0.05
说打就打	0.05	0.05	0.9
绒绒的	0.05	0.9	0.05
祖功宗德	0.05	0.9	0.05
在所不计	0.05	0.9	0.05
名重一时	0.05	0.9	0.05
好奇的	0.05	0.9	0.05
随时制宜	0.05	0.9	0.05
扎扎实实	0.05	0.9	0.05
说到做到	0.05	0.9	0.05
迷惑不解	0.05	0.05	0.9
存候	0.05	0.9	0.05
蹇谔匪躬	0.05	0.9	0.05
习俗	0.05	0.9	0.05
景星麟凤	0.05	0.9	0.05
神嚎鬼哭	0.05	0.05	0.9
较真	0.05	0.9	0.05
未焚徙薪	0.05	0.9	0.05
死光光	0.05	0.05	0.9
搞不定	0.05	0.05	0.9
不吉利	0.05	0.05	0.9
丢眼色	0.05	0.05	0.9
不凡	0.05	0.9	0.05
搏大精深	0.05	0.9	0.05
靠得住	0.05	0.9	0.05
肆扰	0.05	0.05	0.9
枯骨生肉	0.05	0.9	0.05
亡不旋踵	0.05	0.05	0.9
花容失色	0.05	0.05	0.9
心甘情原	0.05	0.9	0.05
引咎	0.05	0.05	0.9
少刻	0.05	0.05	0.9
神不附体	0.05	0.05	0.9
不速之客	0.05	0.05	0.9
鼓舞欢欣	0.05	0.9	0.05
光柱	0.05	0.9	0.05
肚量小	0.05	0.05	0.9
讨亲	0.05	0.9	0.05
天夺之年	0.05	0.05	0.9
不准	0.05	0.05	0.9
元龙高卧	0.05	0.05	0.9
柳眉倒竖	0.05	0.05	0.9
最低点	0.05	0.05	0.9
回教徒	0.05	0.9	0.05
伏帖	0.05	0.9	0.05
朝气勃勃	0.05	0.9	0.05
仿制	0.05	0.05	0.9
随心所欲	0.05	0.05	0.9
逗笑儿	0.05	0.9	0.05
老当益壮	0.05	0.9	0.05
轻妙	0.05	0.9	0.05
小道儿消息	0.05	0.05	0.9
自贻伊戚	0.05	0.05	0.9
经常性	0.05	0.9	0.05
庆祝	0.05	0.9	0.05
杞人忧天	0.05	0.05	0.9
故技重演	0.05	0.05	0.9
调和鼎鼐	0.05	0.9	0.05
逐电追风	0.05	0.9	0.05
创造的	0.05	0.9	0.05
谢忱	0.05	0.9	0.05
预产期	0.05	0.9	0.05
吐痰	0.05	0.05	0.9
残兵	0.05	0.05	0.9
河晏水清	0.05	0.9	0.05
英姿	0.05	0.9	0.05
魑魅	0.05	0.05	0.9
樊篱	0.05	0.05	0.9
依稀	0.05	0.05	0.9
发觉	0.05	0.9	0.05
抗灾歌	0.05	0.9	0.05
贮藏货物	0.05	0.05	0.9
亦然	0.05	0.9	0.05
端凝	0.05	0.9	0.05
兴盛	0.05	0.9	0.05
